time,value
2022-07-22 10:28:35,0.025808099608183845
2022-07-22 10:33:35,0.6161768921730953
2022-07-22 10:38:36,0.6161768921730953
2022-07-22 10:43:37,1.1005073910122758
2022-07-22 10:48:36,-0.0445770393033232
2022-07-22 10:53:35,-0.0445770393033232
2022-07-22 10:58:35,0.6991721637759272
2022-07-22 11:03:35,0.6161768921730953
2022-07-22 11:08:35,0.6161768921730953
2022-07-22 11:18:37,1.4841174003594793
2022-07-22 11:23:35,1.4841174003594793
2022-07-22 11:28:36,0.9153650878428139
2022-07-22 11:33:34,1.4201790692709686
2022-07-22 11:43:37,1.4201790692709686
2022-07-22 11:48:35,-1.2815515655446008
2022-07-22 11:53:34,-1.1861690261641924
2022-07-22 11:58:35,-1.1861690261641924
2022-07-22 12:48:37,-1.625555481420645
2022-07-22 13:13:37,-1.6676502380882112
2022-07-22 15:03:37,-1.5559248950058302
2022-07-22 15:28:37,-0.3197042533770195
2022-07-22 16:18:35,-0.3389268650901181
2022-07-22 16:33:36,-1.0306377230019812
2022-07-22 17:03:35,-1.7578802926019728
2022-07-22 17:08:35,-0.5250579690945697
2022-07-22 17:13:35,-0.8656781844563758
2022-07-22 17:38:37,1.1005073910122758
2022-07-22 17:43:35,-0.23878906298744024
2022-07-22 17:53:37,0.6991721637759272
2022-07-22 17:58:36,-0.741596154111895
2022-07-22 18:03:36,1.0036329724426833
2022-07-22 18:08:35,-1.8372286461986664
2022-07-22 18:18:35,-1.777077098777975
2022-07-22 18:23:35,-1.7254608995616074
2022-07-22 18:28:36,-1.777077098777975
2022-07-22 18:33:37,-1.777077098777975
2022-07-22 18:38:37,-1.777077098777975
2022-07-22 18:43:36,-1.8733182480373325
2022-07-22 18:53:36,-2.0265144189075732
2022-07-22 18:58:35,-2.091964072465169
2022-07-22 19:03:35,-2.091964072465169
2022-07-22 19:08:36,-2.091964072465169
2022-07-22 19:13:34,-1.4321197721925505
2022-07-22 19:23:36,-1.4321197721925505
2022-07-22 19:33:36,-1.9334697954580236
2022-07-22 19:38:36,-1.9334697954580236
2022-07-22 19:53:35,0.017820890710440122
2022-07-22 19:58:37,0.017820890710440122
2022-07-22 20:18:35,0.6875355943806969
2022-07-22 20:23:36,0.6875355943806969
2022-07-22 20:28:35,0.4061312875222879
2022-07-22 20:33:35,-0.8985565917048496
2022-07-22 20:38:37,0.1881025895201663
2022-07-22 22:53:36,0.17896898081645035
2022-07-22 22:58:36,0.1881025895201663
2022-07-22 23:03:36,0.16966477329884427
2022-07-22 23:08:37,0.16966477329884427
2022-07-22 23:13:35,0.16966477329884427
2022-07-22 23:18:36,0.1601801245535289
2022-07-22 23:23:36,0.16966477329884427
2022-07-22 23:28:36,0.16966477329884427
2022-07-22 23:33:36,0.6361640275999647
2022-07-22 23:43:35,0.6361640275999647
2022-07-22 23:48:35,0.6361640275999647
2022-07-22 23:53:36,0.6361640275999647
2022-07-22 23:58:35,0.27598735212654035
2022-07-23 00:03:36,0.7279132908816445
2022-07-23 00:08:36,1.3030539250022997
2022-07-23 00:13:36,0.4938614888499532
2022-07-23 00:18:35,-0.2591032781466755
2022-07-23 00:23:36,-1.5184980572589322
2022-07-23 00:28:36,-1.7268383988280847
2022-07-23 00:33:35,-1.7268383988280847
2022-07-23 00:43:36,-1.0322839652974083
2022-07-23 00:48:35,-0.822474272012369
2022-07-23 00:53:36,-2.1816306497791533
2022-07-23 00:58:35,-1.659016018087697
2022-07-23 01:03:34,-1.9966188532392088
2022-07-23 01:08:36,-1.6047891499605436
2022-07-23 01:13:36,-1.5184980572589322
2022-07-23 01:18:36,-1.5184980572589322
2022-07-23 01:23:35,-1.5184980572589322
2022-07-23 01:28:36,0.9895425289214985
2022-07-23 01:38:35,-1.5184980572589322
2022-07-23 01:43:37,0.8025718880593097
2022-07-23 01:48:36,-1.5184980572589322
2022-07-23 01:53:37,-1.5184980572589322
2022-07-23 01:58:35,-1.5184980572589322
2022-07-23 02:03:37,-1.5184980572589322
2022-07-23 02:08:36,-1.5184980572589322
2022-07-23 02:13:36,-1.5184980572589322
2022-07-23 02:18:37,-1.3072992138714412
2022-07-23 02:23:37,-1.5184980572589322
2022-07-23 02:33:36,-1.2566265700156716
2022-07-23 02:38:37,-1.4841174003594797
2022-07-23 02:43:35,-1.5184980572589322
2022-07-23 02:48:36,-1.5184980572589322
2022-07-23 02:53:36,-1.9966188532392088
2022-07-23 02:58:36,-1.7079391254391447
2022-07-23 03:03:36,-1.4841174003594797
2022-07-23 03:08:36,-1.4201790692709682
2022-07-23 03:13:36,-1.5184980572589322
2022-07-23 03:23:36,-1.5558584376409905
2022-07-23 03:28:35,-1.5184980572589322
2022-07-23 03:33:36,-1.3339439627690652
2022-07-23 03:38:37,-1.902523004284956
2022-07-23 03:43:35,-1.5184980572589322
2022-07-23 03:53:35,-0.9482902649004424
2022-07-23 03:58:35,-1.5184980572589322
2022-07-23 04:03:36,0.04082756414468906
2022-07-23 04:08:35,-1.2519319061470922
2022-07-23 04:13:35,-1.6762063465374228
2022-07-23 04:23:34,-1.7144191720129751
2022-07-23 04:28:37,-1.4514066228072915
2022-07-23 04:33:36,-1.3902781030993898
2022-07-23 04:38:36,-1.3902781030993898
2022-07-23 04:43:35,-0.4214124519809351
2022-07-23 04:48:37,0.2608112387830593
2022-07-23 04:53:35,1.4201790692709686
2022-07-23 04:58:37,-0.741596154111895
2022-07-23 05:03:36,0.8656781844563757
2022-07-23 05:08:36,0.657108566424889
2022-07-23 05:13:35,0.657108566424889
2022-07-23 05:18:36,-0.7572687167233753
